.steps,.cases,.distance,.p_symptomatic,.p_death,.initial_infections,.incubation,.duration,R0
60,100,0.25,0.3,0.1,2,5,10,3.735718892368194
60,100,0.25,0.4,0.1,2,6,5,4.328872880076764
60,100,0.1,0.5,0.1,1,5,5,0
60,100,0.15000000000000002,0.55,0.1,2,8,6,0.9660714285714286
60,100,0.2,0.4,0.1,1,5,5,2.6046397023137096
60,100,0.1,0.35,0.1,1,7,8,0
60,100,0.1,0.3,0.1,3,8,10,0.7622943722943722
60,100,0.1,0.45,0.1,3,10,5,0.903304125068831
60,100,0.3,0.3,0.1,2,8,6,4.271107259366258
60,100,0.2,0.45,0.1,3,8,7,3.4487362823395564
60,100,0.3,0.5,0.1,3,7,7,5.181486358019284
60,100,0.15000000000000002,0.3,0.1,1,8,10,1.455
60,100,0.3,0.5,0.1,2,6,5,4.718183398804225
60,100,0.3,0.5,0.1,1,5,8,4.209938482950115
60,100,0.2,0.5,0.1,3,5,5,2.8927418683898014
60,100,0.3,0.6,0.1,2,7,10,3.7200227874904668
60,100,0.15000000000000002,0.6,0.1,2,6,9,1.3886475683645496
60,100,0.2,0.4,0.1,3,5,8,2.6551909376292495
60,100,0.2,0.6,0.1,1,6,10,2.763926675176675
60,100,0.3,0.55,0.1,3,5,10,5.772798724092122
60,100,0.1,0.45,0.1,1,8,7,0.7083333333333334
60,100,0.25,0.6,0.1,2,5,5,4.282309333568474
60,100,0.1,0.4,0.1,1,7,6,0
60,100,0.15000000000000002,0.6,0.1,3,7,10,2.7795022989665945
60,100,0.2,0.4,0.1,1,10,6,2.092754989398212
60,100,0.3,0.45,0.1,1,9,10,5.42389643698025
60,100,0.1,0.3,0.1,2,10,9,0.3365384615384615
60,100,0.25,0.5,0.1,2,9,7,4.641616358450913
60,100,0.25,0.3,0.1,1,9,8,3.6296046352771163
60,100,0.3,0.35,0.1,2,8,5,5.643579194545451
60,100,0.1,0.55,0.1,3,8,8,1.0519334164356207
60,100,0.3,0.6,0.1,1,9,8,4.215426510156085
60,100,0.1,0.3,0.1,3,10,5,0.9115646258503401
60,100,0.3,0.5,0.1,1,7,9,5.082285332898145
60,100,0.25,0.4,0.1,1,9,10,2.986375555967692
60,100,0.2,0.55,0.1,3,7,6,2.412990819410229
60,100,0.15000000000000002,0.45,0.1,1,6,7,2.3333333333333335
60,100,0.25,0.55,0.1,2,6,10,3.449789424738677
60,100,0.15000000000000002,0.55,0.1,2,10,10,1.4574099285271662
60,100,0.2,0.55,0.1,2,5,7,2.298875177851969
60,100,0.3,0.45,0.1,3,5,9,5.178451055664208
60,100,0.25,0.6,0.1,2,10,7,2.8803094658094825
60,100,0.3,0.4,0.1,2,10,7,5.0475119026746205
60,100,0.3,0.45,0.1,2,10,5,5.044507306060383
60,100,0.3,0.55,0.1,2,10,7,4.9103859712710385
60,100,0.25,0.45,0.1,1,9,10,2.913770985326672
60,100,0.1,0.55,0.1,2,10,5,0.521264367816092
60,100,0.3,0.3,0.1,3,10,8,5.339100672485784
60,100,0.2,0.5,0.1,2,10,9,2.369472220456746
60,100,0.3,0.5,0.1,1,10,9,5.935235081262315
60,100,0.25,0.6,0.1,2,10,6,2.996884307968919
60,100,0.2,0.45,0.1,1,10,10,2.002126997438696
60,100,0.25,0.5,0.1,2,6,7,2.588882424715124
60,100,0.3,0.55,0.1,3,9,10,5.293017727672936
60,100,0.25,0.45,0.1,1,9,5,3.1490436795499313
60,100,0.15000000000000002,0.45,0.1,2,7,5,1.8395178079001608
60,100,0.25,0.35,0.1,3,7,10,3.5387982669958613
60,100,0.2,0.35,0.1,3,10,6,2.531588625135438
60,100,0.15000000000000002,0.4,0.1,2,9,6,1.8983099265076009
60,100,0.3,0.6,0.1,1,10,7,4.375394584530895
60,100,0.25,0.4,0.1,3,5,5,3.7398716587576613
60,100,0.25,0.45,0.1,1,9,7,3.61456178152313
60,100,0.2,0.55,0.1,1,8,8,2.9222838555242254
60,100,0.3,0.3,0.1,3,7,5,5.4010443462236175
60,100,0.15000000000000002,0.45,0.1,3,10,10,1.8727974405760557
60,100,0.15000000000000002,0.4,0.1,3,7,5,1.5181079450968935
60,100,0.15000000000000002,0.3,0.1,3,6,10,1.6515354170677874
60,100,0.3,0.55,0.1,1,8,6,6.115683661636475
60,100,0.2,0.35,0.1,1,5,5,2.8299714383361
60,100,0.1,0.45,0.1,3,8,8,1.0866838716838716
60,100,0.3,0.4,0.1,2,5,9,4.779064608849109
60,100,0.15000000000000002,0.45,0.1,3,7,10,1.7814543564086205
60,100,0.2,0.45,0.1,1,7,9,2.1510578382411456
60,100,0.25,0.45,0.1,2,9,9,3.206199283307867
60,100,0.1,0.5,0.1,2,9,8,1.0053914603914604
60,100,0.2,0.6,0.1,3,9,10,2.1933889586952717
60,100,0.15000000000000002,0.4,0.1,2,5,5,2.159569597069597
60,100,0.1,0.45,0.1,3,10,6,0.8695135975135975
60,100,0.25,0.6,0.1,2,9,10,3.330646164821406
60,100,0.2,0.6,0.1,3,5,10,2.337872655457579
60,100,0.15000000000000002,0.5,0.1,1,5,6,1.261111111111111
60,100,0.2,0.5,0.1,1,6,5,2.7867389779699616
60,100,0.15000000000000002,0.5,0.1,3,7,6,1.306869598720089
60,100,0.25,0.45,0.1,1,10,8,3.1546298540067452
60,100,0.15000000000000002,0.4,0.1,2,10,5,2.076964488144028
60,100,0.15000000000000002,0.6,0.1,1,7,7,2.2828548726122957
60,100,0.1,0.6,0.1,1,5,9,1.2362103174603174
60,100,0.25,0.35,0.1,2,6,5,3.88814352071719
60,100,0.1,0.45,0.1,2,10,9,0.9931078643578644
60,100,0.25,0.45,0.1,1,8,9,3.176305460559583
60,100,0.3,0.35,0.1,2,9,6,5.645006616063897
60,100,0.3,0.3,0.1,1,8,10,4.628481338049669
60,100,0.25,0.3,0.1,3,10,8,3.6030137761738863
60,100,0.15000000000000002,0.3,0.1,3,8,7,1.9712838445266772
60,100,0.1,0.55,0.1,1,7,6,0.737037037037037
60,100,0.2,0.55,0.1,2,6,5,2.1551881439271674
60,100,0.2,0.5,0.1,3,10,8,2.5324195302200057
60,100,0.2,0.4,0.1,2,7,5,2.017759408316399
60,100,0.3,0.35,0.1,3,5,9,6.74527766571239
60,100,0.2,0.5,0.1,1,5,8,3.0815934449569444
60,100,0.25,0.6,0.1,1,7,5,4.024439025046302
60,100,0.25,0.3,0.1,1,9,6,3.6628353620797816
60,100,0.2,0.5,0.1,3,7,9,2.275116119265718
60,100,0.25,0.35,0.1,2,10,10,3.678808205643618
60,100,0.25,0.4,0.1,3,6,9,2.917613801789142
60,100,0.25,0.3,0.1,1,5,6,3.6985178027785324
60,100,0.2,0.55,0.1,2,6,8,3.0124534243559595
60,100,0.15000000000000002,0.6,0.1,1,8,10,1.5606246993746993
60,100,0.15000000000000002,0.35,0.1,2,6,8,0.575
60,100,0.2,0.45,0.1,1,8,5,2.627393668442361
60,100,0.2,0.3,0.1,3,9,5,2.538244160194488
60,100,0.3,0.5,0.1,1,8,8,5.011089269637649
60,100,0.15000000000000002,0.4,0.1,2,9,10,1.6131024023843272
60,100,0.2,0.35,0.1,3,9,6,2.5240135596790596
60,100,0.15000000000000002,0.35,0.1,3,8,10,1.705041015861175
60,100,0.2,0.6,0.1,2,9,8,2.461752633787814
60,100,0.2,0.5,0.1,2,8,10,2.071571905307273
60,100,0.1,0.4,0.1,3,6,8,0.6797536352536353
60,100,0.3,0.35,0.1,1,10,9,4.634388600074503
60,100,0.15000000000000002,0.45,0.1,2,10,5,1.6145437671347114
60,100,0.3,0.55,0.1,1,7,8,4.163241920279786
60,100,0.2,0.35,0.1,2,8,7,2.265014910342772
